Country,Uri,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release
USA,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k,3015.55,pineapple,Ty Dolla $ign - Gucci Mane - Quavo,1,hip hop,3540805,0,Pineapple (feat. Gucci Mane & Quavo),3/30/2018,1,1,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000567,0.128,0.338,130.017,218261,4,hip hop,960
Canada,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k,3787.05,pineapple,Ty Dolla $ign - Gucci Mane - Quavo,1,hip hop,3540805,0,Pineapple (feat. Gucci Mane & Quavo),3/30/2018,1,1,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000567,0.128,0.338,130.017,218261,4,hip hop,960
USA,https://open.spotify.com/track/04yv0dtqVm9u745efIuxbZ,370.45,on the run,Young Thug - Offset,1,atl hip hop,5647016,0,On the Run,9/24/2018,1,6,0.964,0.529,0,-7.748,1,0.187,0.00659,4.47E-06,0.0872,0.63,128.042,263933,4,hip hop,782
Canada,https://open.spotify.com/track/04yv0dtqVm9u745efIuxbZ,63.2,on the run,Young Thug - Offset,1,atl hip hop,5647016,0,On the Run,9/24/2018,1,6,0.964,0.529,0,-7.748,1,0.187,0.00659,4.47E-06,0.0872,0.63,128.042,263933,4,hip hop,782
France,https://open.spotify.com/track/1j1pqIPNsqe8zd8ejGrP9F,12.8,alibi,Rémy - Leto,1,french hip hop,83772,0,Alibi,10/23/2019,1,1,0.963,0.681,1,-6.61,0,0.0803,0.448,0,0.0853,0.602,126.016,218893,4,hip hop,388
Netherlands,https://open.spotify.com/track/58BPm75m9Xv0rcRCFtdaIA,623.55,wawa,Nass,1,dutch hip hop,12234,0,Wawa,9/4/2020,1,1,0.961,0.637,8,-6.175,0,0.341,0.034,2.60E-06,0.0785,0.744,124.98,125062,4,hip hop,71
Germany,https://open.spotify.com/track/3Fvyabi22FlOquk9Yr35ab,104,popu,Nullzweizwei,1,deep german hip hop,44763,0,Popu,4/3/2020,1,3,0.961,0.489,0,-9.901,1,0.128,0.0737,0,0.366,0.577,106.961,156233,4,hip hop,225
UK,https://open.spotify.com/track/0PXukVbYpvz40KcEFKnIw7,20023.65,dont rush,Young T & Bugsey - Headie One,1,afroswing,209153,0,Don't Rush (feat. Headie One),11/7/2019,1,1,0.961,0.461,9,-8.684,1,0.27,0.202,0.00402,0.162,0.324,108.028,207640,4,r&b/soul,373
Ireland,https://open.spotify.com/track/0PXukVbYpvz40KcEFKnIw7,7118.5,dont rush,Young T & Bugsey - Headie One,1,afroswing,209153,0,Don't Rush (feat. Headie One),11/7/2019,1,1,0.961,0.461,9,-8.684,1,0.27,0.202,0.00402,0.162,0.324,108.028,207640,4,r&b/soul,373
USA,https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3,3414,too much sauce,DJ ESCO - Future - Lil Uzi Vert,1,atl hip hop,262576,0,Too Much Sauce (feat. Future & Lil Uzi Vert),8/19/2016,1,1,0.96,0.547,6,-6.992,0,0.0786,0.0496,0,0.216,0.186,121.01,223093,4,hip hop,1539
Canada,https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3,0.8,too much sauce,DJ ESCO - Future - Lil Uzi Vert,1,atl hip hop,262576,0,Too Much Sauce (feat. Future & Lil Uzi Vert),8/19/2016,1,1,0.96,0.547,6,-6.992,0,0.0786,0.0496,0,0.216,0.186,121.01,223093,4,hip hop,1539
Chile,https://open.spotify.com/track/38QUqCz132DT89ej2Jro1s,2534.85,con silenciador,El Alfa - Anuel AA,1,dembow,1276154,0,Con Silenciador,10/5/2018,1,1,0.96,0.82,1,-3.13,1,0.219,0.509,1.73E-05,0.123,0.363,116.048,174828,4,reggaeton,771
Spain,https://open.spotify.com/track/38QUqCz132DT89ej2Jro1s,24,con silenciador,El Alfa - Anuel AA,1,dembow,1276154,0,Con Silenciador,10/5/2018,1,1,0.96,0.82,1,-3.13,1,0.219,0.509,1.73E-05,0.123,0.363,116.048,174828,4,reggaeton,771
Brazil,https://open.spotify.com/track/3QXpfdWM9Od5xujjwHaJOu,268.8,vou catucar seu boga,MC Keron - MC Digu,1,brega funk,35404,0,Vou Catucar Seu Boga,4/29/2018,1,1,0.96,0.581,1,0.017,1,0.201,0.4,0.000976,0.0829,0.721,129.955,199032,4,funk,930
Netherlands,https://open.spotify.com/track/2d6SzkPEWnCgkM92MlCmdX,99.2,gucci slang,Mr. Polska - Donnie,1,dutch hip hop,145996,0,Gucci Slang,6/21/2019,1,1,0.96,0.502,11,-9.233,0,0.23,0.105,1.03E-05,0.0824,0.805,126.02,139556,4,hip hop,512
Costa Rica,https://open.spotify.com/track/5ITqNeFxofIOAzCYoc1xQq,7548.4,bicycle ride,Vybz Kartel,1,dancehall,678931,0,Bicycle Ride - Single,9/25/2015,1,2,0.96,0.903,2,-4.122,1,0.203,0.29,0.000633,0.314,0.723,104.04,151000,4,dance/electronic,1868
USA,https://open.spotify.com/track/59VNspSnCfoeGyNTGcSgsh,12.8,blackjack  - remix,Aminé - Cordae,1,hip hop,1435088,0,BLACKJACK (Remix),2/8/2019,1,1,0.959,0.583,2,-6.064,1,0.27,0.163,0,0.056,0.887,130.979,163120,4,hip hop,645
Sweden,https://open.spotify.com/track/4m3c8kAIpZ45C5yS39icjB,1098.85,inga alternativ,P.J - Adel,1,swedish gangsta rap,7718,0,INGA ALTERNATIV,12/9/2019,1,1,0.959,0.554,8,-8.608,0,0.256,0.0989,1.36E-06,0.114,0.321,129.982,148500,4,rap,341
Indonesia,https://open.spotify.com/track/1XSvndyw6uqVW1ekRZsJUp,1016.8,who that be,Rich Brian,1,indonesian hip hop,1646389,0,Who That Be,8/9/2016,1,1,0.959,0.47,0,-11.53,1,0.166,0.358,0,0.0806,0.964,129.995,134880,4,hip hop,1549
UK,https://open.spotify.com/track/3AMxuq6id3YGB57eWeheZQ,1015.7,dont rush,Young T & Bugsey - DaBaby,1,afroswing,209153,0,Don't Rush (feat. DaBaby),6/12/2020,1,1,0.959,0.508,2,-7.857,1,0.257,0.144,9.82E-05,0.136,0.346,107.998,201960,4,r&b/soul,155
Canada,https://open.spotify.com/track/3AMxuq6id3YGB57eWeheZQ,5105.25,dont rush,Young T & Bugsey - DaBaby,1,afroswing,209153,0,Don't Rush (feat. DaBaby),6/12/2020,1,1,0.959,0.508,2,-7.857,1,0.257,0.144,9.82E-05,0.136,0.346,107.998,201960,4,r&b/soul,155
Ireland,https://open.spotify.com/track/3AMxuq6id3YGB57eWeheZQ,18.4,dont rush,Young T & Bugsey - DaBaby,1,afroswing,209153,0,Don't Rush (feat. DaBaby),6/12/2020,1,1,0.959,0.508,2,-7.857,1,0.257,0.144,9.82E-05,0.136,0.346,107.998,201960,4,r&b/soul,155
New Zealand,https://open.spotify.com/track/3AMxuq6id3YGB57eWeheZQ,120.8,dont rush,Young T & Bugsey - DaBaby,1,afroswing,209153,0,Don't Rush (feat. DaBaby),6/12/2020,1,1,0.959,0.508,2,-7.857,1,0.257,0.144,9.82E-05,0.136,0.346,107.998,201960,4,r&b/soul,155
Belgium,https://open.spotify.com/track/4mtY2gjqFFWTMnzaQPvERm,6533.7,bro bro,Zola,1,french hip hop,666069,0,Bro Bro,5/8/2020,1,1,0.959,0.593,9,-7.552,1,0.303,0.208,3.41E-06,0.13,0.456,121.029,144347,4,hip hop,190
Switzerland,https://open.spotify.com/track/4mtY2gjqFFWTMnzaQPvERm,2689.45,bro bro,Zola,1,french hip hop,666069,0,Bro Bro,5/8/2020,1,1,0.959,0.593,9,-7.552,1,0.303,0.208,3.41E-06,0.13,0.456,121.029,144347,4,hip hop,190
France,https://open.spotify.com/track/4mtY2gjqFFWTMnzaQPvERm,20399.6,bro bro,Zola,1,french hip hop,666069,0,Bro Bro,5/8/2020,1,1,0.959,0.593,9,-7.552,1,0.303,0.208,3.41E-06,0.13,0.456,121.029,144347,4,hip hop,190
Switzerland,https://open.spotify.com/track/6YMcKVCOBy1boh8CHDQox4,126.4,soy el mejor,La Foca,1,n-a,57,0,Soy el Mejor,5/13/2020,1,1,0.958,0.438,5,-8.702,0,0.345,0.436,1.09E-06,0.0558,0.596,129.984,140571,4,else,185
France,https://open.spotify.com/track/6aBKJmtHMYdBMZnjp4fb8O,2788.15,basta,Moha La Squale,1,francoton,1110016,0,Basta,6/1/2020,1,1,0.958,0.684,5,-6.227,1,0.2,0.243,0,0.111,0.622,120.02,162176,4,indie,166
Netherlands,https://open.spotify.com/track/05WJRodpFFDvHQ083sOkgj,4734.85,waar zijn die kechs,Mula B - Bartofso,1,dutch hip hop,177318,0,Waar Zijn Die Kechs (feat. Bartofso),8/10/2018,1,1,0.958,0.894,3,-5.851,0,0.251,0.0522,0.0793,0.256,0.743,108.019,235714,4,hip hop,827
Global,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,745.8,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
USA,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,2022.65,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Austria,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,16,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Australia,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,390.4,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Belgium,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,106.4,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Canada,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,2404,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Switzerland,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,270.4,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Germany,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,42.4,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Denmark,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,204.1,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Finland,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,125.6,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Netherlands,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,22.4,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Norway,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,635.8,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
New Zealand,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,1005.5,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Poland,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,3.2,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Portugal,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,123.2,chopstix,ScHoolboy Q - Travis Scott,1,gangster rap,3388289,0,CHopstix (with Travis Scott),4/8/2019,1,1,0.958,0.6,9,-6.996,0,0.118,0.0391,0,0.274,0.607,127.933,181153,4,rap,586
Netherlands,https://open.spotify.com/track/1dvWU3RCyOWkt88WfKpQiA,2205.55,where i come from,Zack Ink - Louivoss - 3robi,1,dutch hip hop,37420,0,Where I Come from,9/5/2017,1,1,0.958,0.479,1,-7.935,0,0.306,0.138,9.34E-06,0.0991,0.642,105.008,201137,4,hip hop,1166
Brazil,https://open.spotify.com/track/42t6dJM0L2svh709ksEuhn,70.4,eu já catuquei,Dj Henrique de Ferraz,1,funk carioca,215560,0,Eu Já Catuquei,3/21/2019,1,1,0.957,0.704,0,-3.467,0,0.463,0.667,0.0025,0.0428,0.39,130.006,158976,4,funk,604
Belgium,https://open.spotify.com/track/4QD9fkIjNjuvonJVpwWJQL,4,rr,Koba LaD,1,french hip hop,1717053,0,RR,2/28/2019,1,1,0.957,0.532,1,-6.549,0,0.361,0.0533,0,0.127,0.393,126.058,152507,4,hip hop,625
France,https://open.spotify.com/track/4QD9fkIjNjuvonJVpwWJQL,177,rr,Koba LaD,1,french hip hop,1717053,0,RR,2/28/2019,1,1,0.957,0.532,1,-6.549,0,0.361,0.0533,0,0.127,0.393,126.058,152507,4,hip hop,625
USA,https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje,1701.6,peek a boo,Lil Yachty - Migos,1,atl hip hop,6648019,0,Peek A Boo,4/13/2017,1,1,0.957,0.593,1,-6.982,1,0.301,0.06,0,0.0908,0.284,127.027,247613,4,hip hop,1308
Canada,https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje,524.8,peek a boo,Lil Yachty - Migos,1,atl hip hop,6648019,0,Peek A Boo,4/13/2017,1,1,0.957,0.593,1,-6.982,1,0.301,0.06,0,0.0908,0.284,127.027,247613,4,hip hop,1308
Argentina,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,728,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Belgium,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,665.6,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Brazil,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,49267.45,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Switzerland,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,13.6,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Ecuador,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,1184.8,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Spain,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,5687.65,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
France,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,8071.4,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Portugal,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,7481.75,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Turkey,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c,5618.2,bum bum tam tam,MC Fioti,1,funk carioca,1334152,0,Bum Bum Tam Tam,2/8/2017,1,1,0.957,0.667,10,-5.353,0,0.0856,0.826,0.0205,0.179,0.556,132.01,155550,4,funk,1371
Sweden,https://open.spotify.com/track/4LzeUZq24vUCnoXyu7cUHc,328,para e makt,Z.E,1,swedish gangsta rap,111735,0,MER ÄN RAP,7/3/2019,1,6,0.957,0.512,5,-8.115,0,0.347,0.577,0,0.083,0.51,107.989,153333,4,rap,500
Belgium,https://open.spotify.com/track/3zycyBK3RiecrkrP8NPLxu,7091.2,designers,IliassOpDeBeat - Dopebwoy - LouiVos,1,dutch hip hop,6892,0,Designers,6/6/2019,1,1,0.956,0.48,1,-7.474,1,0.269,0.135,0,0.104,0.849,126.935,181658,4,hip hop,527
Netherlands,https://open.spotify.com/track/3zycyBK3RiecrkrP8NPLxu,18347.15,designers,IliassOpDeBeat - Dopebwoy - LouiVos,1,dutch hip hop,6892,0,Designers,6/6/2019,1,1,0.956,0.48,1,-7.474,1,0.269,0.135,0,0.104,0.849,126.935,181658,4,hip hop,527
France,https://open.spotify.com/track/3JKVkAwRbiKMLr5iapvk4b,32,4 heure du mat,Jul,1,francoton,3127974,0,4 heure du mat,9/20/2017,1,1,0.956,0.562,0,-8.894,0,0.275,0.139,0,0.0563,0.658,128.999,181858,4,indie,1151
Brazil,https://open.spotify.com/track/0xLt187K4MEhKIxqiNALNN,10988.05,ritmo do pam pam,MC Rafa 22,1,funk carioca,175200,0,Ritmo do Pam Pam,1/18/2018,1,1,0.956,0.727,9,-1.074,1,0.221,0.382,0.682,0.0515,0.932,129.966,155141,4,funk,1031
USA,https://open.spotify.com/track/1IlJZCRthVEPlksVzj3JWY,590.55,whole lotta choppas,Sada Baby - Nicki Minaj,1,detroit trap,237820,0,Whole Lotta Choppas (Remix) [feat. Nicki Minaj],10/16/2020,1,1,0.956,0.72,10,-2.73,0,0.173,0.00192,0,0.117,0.282,127.943,173500,4,rap,29
Canada,https://open.spotify.com/track/1IlJZCRthVEPlksVzj3JWY,88,whole lotta choppas,Sada Baby - Nicki Minaj,1,detroit trap,237820,0,Whole Lotta Choppas (Remix) [feat. Nicki Minaj],10/16/2020,1,1,0.956,0.72,10,-2.73,0,0.173,0.00192,0,0.117,0.282,127.943,173500,4,rap,29
Sweden,https://open.spotify.com/track/2IxmJElmc8Ia96R5Qhf69Y,4366,hype,E4an - 1.Cuz,1,swedish trap pop,1818,0,Hype,8/28/2020,1,1,0.954,0.525,6,-10.87,1,0.126,0.0406,0,0.0896,0.856,130.007,179552,4,pop,78
Global,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,3252.4,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
USA,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,9834.55,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
UK,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,6659.7,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
Australia,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,4828.7,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
Belgium,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,503.2,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
Canada,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,5103.1,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
Finland,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,1122.4,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
Ireland,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,7396.1,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
Norway,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,77.6,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
New Zealand,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,6480.8,tap in,Saweetie,1,cali rap,793305,0,Tap In,6/17/2020,1,1,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,rap,150
New Zealand,https://open.spotify.com/track/1WrRbAXmPWGZh1XUJ0MmwB,88.4,get 2 the bag,Hp Boyz,1,aussie drill,74622,0,6 To The WORLD,5/8/2020,3,6,0.953,0.55,6,-12.401,1,0.188,0.183,0.0155,0.0707,0.802,131.321,183701,4,trap,190
USA,https://open.spotify.com/track/7mv4eldXEFbf3s3ZEfbmlC,407.6,stripper bowl,Migos,1,atl hip hop,10919803,0,Stripper Bowl,6/20/2019,1,1,0.953,0.782,1,-4.443,1,0.214,0.0507,0,0.0785,0.823,132.959,202747,4,hip hop,513
Canada,https://open.spotify.com/track/7mv4eldXEFbf3s3ZEfbmlC,673.15,stripper bowl,Migos,1,atl hip hop,10919803,0,Stripper Bowl,6/20/2019,1,1,0.953,0.782,1,-4.443,1,0.214,0.0507,0,0.0785,0.823,132.959,202747,4,hip hop,513
UK,https://open.spotify.com/track/39b6CiNZfd9Pf09NaQNWW4,188,fwa boss,SL,1,uk hip hop,192089,0,FWA Boss,3/21/2019,1,1,0.953,0.28,3,-15.816,0,0.482,0.773,0,0.14,0.628,120.009,208000,4,hip hop,604
UK,https://open.spotify.com/track/19xj9MPZsjMZBnj6c1rlIv,30.4,gentleman,SL,1,uk hip hop,192089,0,Gentleman,3/29/2017,1,1,0.953,0.277,1,-14.465,1,0.633,0.594,0,0.0929,0.361,119.994,189936,4,hip hop,1323
Switzerland,https://open.spotify.com/track/1Wmwsaz86v59eSLRJtJJ2c,26.4,flouz,GENT,1,german hip hop,36155,0,Flouz,7/16/2020,1,4,0.952,0.713,7,-6.006,0,0.248,0.193,9.67E-06,0.139,0.349,106.036,157359,4,hip hop,121
Germany,https://open.spotify.com/track/2TA4qha4nCukk6Z6jq40Xs,81.6,24/7,Karate Andi,1,deep german hip hop,76438,0,24/7,11/15/2019,1,1,0.952,0.705,1,-7.144,1,0.316,0.283,0,0.355,0.609,129.977,122453,4,hip hop,365
Denmark,https://open.spotify.com/track/5CxWsqMLQdUhjsJ4Y6Ml8E,26.4,g.f.p.,Marco Rahim,1,danish hip hop,7805,0,G.F.P.,12/27/2019,1,1,0.952,0.614,11,-6.118,0,0.171,0.00208,0.000594,0.0856,0.529,122.031,119707,4,hip hop,323
France,https://open.spotify.com/track/2E6HOLQTf2eWRyodu58oa4,76,au revoir merci,Siboy,1,francoton,577215,0,Au revoir merci,5/5/2017,1,1,0.952,0.455,2,-9.011,1,0.357,0.0524,1.55E-06,0.107,0.436,118.994,185147,4,indie,1286
Portugal,https://open.spotify.com/track/3x3vUHznzPNEbXTJBUkhZb,1301.2,tinoni,T-Rex,1,hip hop tuga,6743,0,Gota D'Espaço,9/4/2020,4,8,0.952,0.583,11,-7.781,0,0.337,0.17,0,0.101,0.689,121.025,152000,4,hip hop,71
Belgium,https://open.spotify.com/track/3i08PgW1GNd0ETLC5xfgVK,89.6,bx land 5,Heuss L'enfoiré,1,francoton,910390,0,Bx land 5,8/28/2020,1,1,0.951,0.726,9,-4.186,1,0.394,0.337,0,0.0651,0.698,120.01,160078,5,indie,78
France,https://open.spotify.com/track/3i08PgW1GNd0ETLC5xfgVK,3225.3,bx land 5,Heuss L'enfoiré,1,francoton,910390,0,Bx land 5,8/28/2020,1,1,0.951,0.726,9,-4.186,1,0.394,0.337,0,0.0651,0.698,120.01,160078,5,indie,78
France,https://open.spotify.com/track/5wEg5O6wWFQGB60NmLeOlv,12583.3,aucune limite,Landy,1,francoton,340430,0,Aucune limite,6/12/2020,1,1,0.951,0.574,1,-6.536,0,0.0637,0.303,2.78E-05,0.114,0.416,128.024,186848,4,indie,155
Global,https://open.spotify.com/track/0Zl4G9qcdXV5hVhdOirNHG,69.6,goddamn,Tyga - A Boogie Wit da Hoodie,1,dance pop,5980363,0,Goddamn (feat. A Boogie wit da Hoodie),4/15/2019,1,1,0.951,0.573,0,-6.002,0,0.227,0.0667,0,0.119,0.42,105.052,211040,4,pop,579
USA,https://open.spotify.com/track/0Zl4G9qcdXV5hVhdOirNHG,100,goddamn,Tyga - A Boogie Wit da Hoodie,1,dance pop,5980363,0,Goddamn (feat. A Boogie wit da Hoodie),4/15/2019,1,1,0.951,0.573,0,-6.002,0,0.227,0.0667,0,0.119,0.42,105.052,211040,4,pop,579
UK,https://open.spotify.com/track/0Zl4G9qcdXV5hVhdOirNHG,16.8,goddamn,Tyga - A Boogie Wit da Hoodie,1,dance pop,5980363,0,Goddamn (feat. A Boogie wit da Hoodie),4/15/2019,1,1,0.951,0.573,0,-6.002,0,0.227,0.0667,0,0.119,0.42,105.052,211040,4,pop,579
